
Summary,R
2025,,0.181874,0.218249,0.218248,0.145499,0.218249,0.218249,0.218249,0.145499,,0.181874,0.218249,0.218248,0.145499,0.218249,0.218249,0.218249,0.145499,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2026,,0.196039,0.235247,0.235246,0.156831,0.235247,0.235247,0.235247,0.235247,,0.196039,0.235247,0.235246,0.156831,0.235247,0.235247,0.235247,0.235247,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2027,,0.211308,0.253569,0.253569,0.169046,0.211307,0.253569,0.253569,0.169046,,0.211308,0.253569,0.253569,0.169046,0.211307,0.253569,0.253569,0.169046,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2028,,0.227765,0.273318,0.273318,0.182212,0.273318,0.273318,0.273318,0.273318,,0.227765,0.273318,0.273318,0.182212,0.273318,0.273318,0.273318,0.273318,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2029,,0.245504,0.294604,0.294604,0.196403,0.294604,0.294604,0.294604,0.294604,,0.245504,0.294604,0.294604,0.196403,0.294604,0.294604,0.294604,0.294604,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2030,,0.264625,0.31755,0.31755,0.2117,0.31755,0.31755,0.31755,0.31755,,0.264625,0.31755,0.31755,0.2117,0.31755,0.31755,0.31755,0.31755,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2031,,0.342282,0.342282,0.342282,0.228188,0.285235,0.342282,0.342282,0.342282,,0.342282,0.342282,0.342282,0.228188,0.285235,0.342282,0.342282,0.342282,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2032,,0.36894,0.36894,0.36894,0.24596,0.30745,0.36894,0.36894,0.36894,,0.36894,0.36894,0.36894,0.24596,0.30745,0.36894,0.36894,0.36894,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2033,,0.397676,0.397676,0.397676,0.265117,0.331396,0.397676,0.397676,0.397676,,0.397676,0.397676,0.397676,0.265117,0.331396,0.397676,0.397676,0.397676,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2034,,0.428648,0.428648,0.428648,0.285765,0.357206,0.428648,0.428648,0.428648,,0.428648,0.428648,0.428648,0.285765,0.357206,0.428648,0.428648,0.428648,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2035,,0.462033,0.462033,0.462033,0.308022,0.385028,0.462033,0.462033,0.462033,,0.462033,0.462033,0.462033,0.308022,0.385028,0.462033,0.462033,0.462033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2036,,0.498018,0.498018,0.498018,0.332012,0.415015,0.498018,0.498018,0.498018,,0.498018,0.498018,0.498018,0.332012,0.415015,0.498018,0.498018,0.498018,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2037,,0.536805,0.536805,0.536805,0.35787,0.447338,0.536805,0.536805,0.536805,,0.536805,0.536805,0.536805,0.35787,0.447338,0.536805,0.536805,0.536805,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2038,,0.578614,0.578614,0.578614,0.385743,0.482179,0.578614,0.578614,0.578614,,0.578614,0.578614,0.578614,0.385743,0.482179,0.578614,0.578614,0.578614,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2039,,0.623679,0.623679,0.623679,0.415786,0.519733,0.623679,0.623679,0.623679,,0.623679,0.623679,0.623679,0.415786,0.519733,0.623679,0.623679,0.623679,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2040,,0.560211,0.672254,0.672254,0.448169,0.560211,0.672254,0.672254,0.672254,,0.560211,0.672254,0.672254,0.448169,0.560211,0.672254,0.672254,0.672254,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2041,,0.724611,0.724611,0.724611,0.483074,0.603842,0.724611,0.724611,0.724611,,0.724611,0.724611,0.724611,0.483074,0.603842,0.724611,0.724611,0.724611,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2042,,0.781047,0.650873,0.781047,0.520698,0.650873,0.781047,0.781047,0.781047,,0.781047,0.650873,0.781047,0.520698,0.650873,0.781047,0.781047,0.781047,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2043,,0.841878,0.841878,0.841878,0.561252,0.701565,0.841878,0.841878,0.561252,,0.841878,0.841878,0.841878,0.561252,0.701565,0.841878,0.841878,0.561252,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2044,,0.756206,0.907448,0.907448,0.604965,0.756206,0.907448,0.907448,0.604965,,0.756206,0.907448,0.907448,0.604965,0.756206,0.907448,0.907448,0.604965,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2045,,0.978123,0.978123,0.978123,0.652082,0.815103,0.978123,0.978123,0.978123,,0.978123,0.978123,0.978123,0.652082,0.815103,0.978123,0.978123,0.978123,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2046,,1.0543,1.0543,1.0543,0.702869,0.878586,1.0543,1.0543,1.0543,,1.0543,1.0543,1.0543,0.702869,0.878586,1.0543,1.0543,1.0543,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2047,,1.13642,0.947014,1.13642,0.757611,0.947014,1.13642,1.13642,1.13642,,1.13642,0.947014,1.13642,0.757611,0.947014,1.13642,1.13642,1.13642,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2048,,1.22493,1.02077,1.22493,1.22493,1.02077,1.22493,1.22493,1.22493,,1.22493,1.02077,1.22493,1.22493,1.02077,1.22493,1.22493,1.22493,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2049,,1.32033,1.32033,1.32033,0.880219,1.10027,1.32033,1.32033,1.32033,,1.32033,1.32033,1.32033,0.880219,1.10027,1.32033,1.32033,1.32033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2050,,1.18597,1.42316,1.42316,0.948774,1.18597,1.42316,1.42316,0.948774,,1.18597,1.42316,1.42316,0.948774,1.18597,1.42316,1.42316,0.948774,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0

Use By Technology (Energy Units)

,R
SPV,WAT,D1,N1,D2,N2,D3,N3,D4,N4,SOL,D1,N1,D2,N2,D3,N3,D4,N4,GAS,D1,N1,D2,N2,D3,N3,D4,N4,ELC,D1,N1,D2,N2,D3,N3,D4,N4
2020,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2021,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2023,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2024,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2025,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2026,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2027,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2028,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2029,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2030,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2031,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2032,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2034,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2035,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2036,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2037,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2038,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2039,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2040,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2041,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2042,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2043,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2044,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2045,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2046,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2047,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2048,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2049,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2050,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
HYD,WAT,D1,N1,D2,N2,D3,N3,D4,N4,SOL,D1,N1,D2,N2,D3,N3,D4,N4,GAS,D1,N1,D2,N2,D3,N3,D4,N4,ELC,D1,N1,D2,N2,D3,N3,D4,N4
2020,,0.15,0.15,0.15,0.1,0.125,0.15,0.15,0.15,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2021,,0.161682,0.161682,0.161682,0.107788,0.134735,0.161682,0.161682,0.107788,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022,,0.145229,0.145229,0.174274,0.116183,0.145229,0.174274,0.174274,0.174274,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2023,,0.15654,0.187848,0.187848,0.125232,0.15654,0.187848,0.187848,0.125232,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2024,,0.168733,0.202479,0.202479,0.134986,0.168733,0.202479,0.202479,0.202479,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2025,,0.181874,0.218249,0.218248,0.145499,0.181874,0.218249,0.218249,0.145499,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2026,,0.196039,0.235247,0.235246,0.156831,0.196039,0.235247,0.235247,0.235247,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2027,,0.211308,0.253569,0.253569,0.169046,0.211307,0.253569,0.253569,0.169046,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2028,,0.227765,0.227765,0.273318,0.182212,0.227765,0.273318,0.273318,0.273318,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2029,,0.245504,0.294604,0.294604,0.196403,0.245504,0.294604,0.294604,0.294604,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2030,,0.264625,0.264625,0.31755,0.2117,0.264625,0.31755,0.31755,0.31755,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2031,,0.342282,0.285235,0.342282,0.228188,0.285235,0.342282,0.342282,0.342282,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2032,,0.36894,0.30745,0.36894,0.24596,0.30745,0.36894,0.36894,0.36894,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2033,,0.397676,0.331396,0.397676,0.265117,0.331396,0.397676,0.397676,0.397676,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2034,,0.428648,0.357206,0.428648,0.285765,0.357206,0.428648,0.428648,0.428648,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2035,,0.462033,0.385028,0.462033,0.308022,0.385028,0.462033,0.462033,0.462033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2036,,0.498018,0.415015,0.498018,0.332012,0.415015,0.498018,0.498018,0.498018,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2037,,0.536805,0.447338,0.536805,0.35787,0.447338,0.536805,0.536805,0.536805,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2038,,0.578615,0.482179,0.578614,0.385743,0.482179,0.578614,0.578614,0.578614,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2039,,0.623679,0.519733,0.623679,0.415786,0.519733,0.623679,0.623679,0.623679,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2040,,0.560211,0.560211,0.672254,0.448169,0.560211,0.672254,0.672254,0.672254,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2041,,0.724611,0.724611,0.724611,0.483074,0.603842,0.724611,0.724611,0.724611,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2042,,0.781047,0.650873,0.781047,0.520698,0.650873,0.781047,0.781047,0.781047,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2043,,0.841878,0.841878,0.841878,0.561252,0.701565,0.841878,0.841878,0.561252,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2044,,0.756206,0.907448,0.907448,0.604965,0.756206,0.907448,0.907448,0.604965,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2045,,0.978123,0.815103,0.978123,0.652082,0.815103,0.978123,0.978123,0.978123,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2046,,1.0543,0.878586,1.0543,0.702869,0.878586,1.0543,1.0543,1.0543,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2047,,1.13642,0.947014,1.13642,0.757611,0.947014,1.13642,1.13642,1.13642,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2048,,1.22493,1.02077,1.22493,1.22493,1.02077,1.22493,1.22493,1.22493,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2049,,1.32033,1.32033,1.32033,0.880219,1.10027,1.32033,1.32033,1.32033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2050,,1.18597,1.42316,1.42316,0.948774,1.18597,1.42316,1.42316,0.948774,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GAS,WAT,D1,N1,D2,N2,D3,N3,D4,N4,SOL,D1,N1,D2,N2,D3,N3,D4,N4,GAS,D1,N1,D2,N2,D3,N3,D4,N4,ELC,D1,N1,D2,N2,D3,N3,D4,N4
2020,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2021,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2023,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2024,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2025,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2026,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2027,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2028,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2029,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2030,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2031,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2032,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2034,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2035,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2036,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2037,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2038,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2039,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2040,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2041,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2042,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2043,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2044,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2045,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2046,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2047,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2048,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2049,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2050,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
MINE_GAS,WAT,D1,N1,D2,N2,D3,N3,D4,N4,SOL,D1,N1,D2,N2,D3,N3,D4,N4,GAS,D1,N1,D2,N2,D3,N3,D4,N4,ELC,D1,N1,D2,N2,D3,N3,D4,N4
2020,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2021,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2023,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2024,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2025,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2026,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2027,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2028,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2029,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2030,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2031,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2032,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2033,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2034,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2035,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2036,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2037,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2038,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2039,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2040,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2041,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2042,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2043,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2044,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2045,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2046,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2047,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2048,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2049,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2050,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
MINE_WAT,WAT,D1,N1,D2,N2,D3,N3,D4,N4,SOL,D1,N1,D2,N2,D3,N3,D4,N4,GAS,D1,N1,D2,N2,D3,N3,D4,N4,ELC,D1,N1,D2,N2,D3,N3,D4,N4
2020,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2021,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2023,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2024,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2025,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2026,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2027,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2028,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2029,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
